window,train_start,train_end,validation_start,validation_end,target,horizon,model,transform,feature_set,MAE,RMSE,sMAPE,R2,directional_accuracy,UP_count,DOWN_count,UP_recall,DOWN_recall,always_up_accuracy,always_down_accuracy,N
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,14d,Neural_Net,abs_change,full,1017.82,1358.53,7.39,0.8013,74.4%,134,104,60.4%,92.3%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,14d,Ridge_Residual_Hybrid,abs_change,full,817.7,1140.24,6.25,0.86,90.8%,134,104,91.0%,90.4%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,14d,Validation_Weighted_Ensemble,abs_change,full,731.37,915.14,5.56,0.9098,96.6%,134,104,94.8%,99.0%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,30d,Persistence,level,none,1967.62,2545.63,14.22,0.0923,N/A,146,91,N/A,N/A,61.3%,38.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,30d,Naive_Mean_Change,abs_change,none,1953.12,2534.62,14.06,0.1002,61.3%,146,91,100.0%,0.0%,61.3%,38.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,30d,Ridge,abs_change,full,1175.31,1547.74,8.26,0.6645,88.2%,146,91,91.8%,83.5%,61.3%,38.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,30d,XGBoost,abs_change,full,1171.92,1419.13,8.17,0.7179,87.0%,146,91,97.9%,70.3%,61.3%,38.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,30d,Neural_Net,abs_change,full,1368.34,1725.05,9.67,0.5832,84.5%,146,91,80.1%,92.3%,61.3%,38.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,30d,Ridge_Residual_Hybrid,abs_change,full,1122.86,1484.01,7.9,0.6915,90.8%,146,91,93.8%,86.8%,61.3%,38.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,30d,Validation_Weighted_Ensemble,abs_change,full,961.4,1207.28,6.79,0.7959,95.4%,146,91,97.9%,92.3%,61.3%,38.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,1d,Persistence,level,none,90.42,140.75,1.06,0.9936,N/A,119,118,N/A,N/A,50.0%,49.6%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,1d,Naive_Mean_Change,abs_change,none,90.42,140.69,1.06,0.9936,50.0%,119,118,100.0%,0.0%,50.0%,49.6%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,1d,Ridge,abs_change,full,71.84,112.14,0.82,0.996,86.6%,119,118,95.8%,78.0%,50.0%,49.6%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,1d,XGBoost,abs_change,full,57.24,104.59,0.68,0.9965,98.7%,119,118,100.0%,98.3%,50.0%,49.6%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,1d,Neural_Net,abs_change,full,92.83,134.55,1.05,0.9942,74.4%,119,118,67.2%,82.2%,50.0%,49.6%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,1d,Ridge_Residual_Hybrid,abs_change,full,72.77,112.85,0.83,0.9959,87.0%,119,118,95.0%,79.7%,50.0%,49.6%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,1d,Validation_Weighted_Ensemble,abs_change,full,57.43,101.72,0.67,0.9967,95.4%,119,118,100.0%,91.5%,50.0%,49.6%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,7d,Persistence,level,none,470.68,662.31,5.5,0.8552,N/A,136,102,N/A,N/A,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,7d,Naive_Mean_Change,abs_change,none,469.1,661.75,5.48,0.8554,57.1%,136,102,100.0%,0.0%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,7d,Ridge,abs_change,full,417.3,537.34,4.7,0.9047,85.7%,136,102,89.7%,80.4%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,7d,XGBoost,abs_change,full,330.12,450.02,3.75,0.9331,98.7%,136,102,100.0%,97.1%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,7d,Neural_Net,abs_change,full,414.29,517.72,4.7,0.9115,78.2%,136,102,68.4%,91.2%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,7d,Ridge_Residual_Hybrid,abs_change,full,416.63,536.37,4.69,0.905,85.7%,136,102,89.7%,80.4%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,7d,Validation_Weighted_Ensemble,abs_change,full,294.61,402.95,3.45,0.9464,95.8%,136,102,97.8%,93.1%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,14d,Persistence,level,none,737.96,1062.68,8.48,0.5986,N/A,146,92,N/A,N/A,61.3%,38.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,14d,Naive_Mean_Change,abs_change,none,733.53,1061.06,8.41,0.5998,61.3%,146,92,100.0%,0.0%,61.3%,38.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,14d,Ridge,abs_change,full,711.41,903.06,7.88,0.7101,76.5%,146,92,76.7%,76.1%,61.3%,38.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,14d,XGBoost,abs_change,full,515.98,749.89,6.05,0.8001,90.8%,146,92,87.7%,95.7%,61.3%,38.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,14d,Neural_Net,abs_change,full,789.14,982.1,8.58,0.6571,66.0%,146,92,52.1%,88.0%,61.3%,38.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,14d,Ridge_Residual_Hybrid,abs_change,full,706.39,899.65,7.81,0.7123,78.2%,146,92,79.5%,76.1%,61.3%,38.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,14d,Validation_Weighted_Ensemble,abs_change,full,493.49,679.53,5.65,0.8359,85.3%,146,92,79.5%,94.6%,61.3%,38.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,30d,Persistence,level,none,1018.21,1410.17,11.03,-0.0949,N/A,171,66,N/A,N/A,71.8%,27.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,30d,Naive_Mean_Change,abs_change,none,1001.8,1402.32,10.82,-0.0828,71.8%,171,66,100.0%,0.0%,71.8%,27.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,30d,Ridge,abs_change,full,955.28,1200.64,9.66,0.2063,75.6%,171,66,81.3%,62.1%,71.8%,27.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,30d,XGBoost,abs_change,full,666.63,864.74,7.29,0.5883,97.9%,171,66,98.2%,98.5%,71.8%,27.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,30d,Neural_Net,abs_change,full,921.05,1076.46,9.52,0.362,75.6%,171,66,69.0%,93.9%,71.8%,27.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,30d,Ridge_Residual_Hybrid,abs_change,full,941.63,1185.03,9.45,0.2268,75.6%,171,66,81.9%,60.6%,71.8%,27.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,handy,30d,Validation_Weighted_Ensemble,abs_change,full,638.3,771.3,6.76,0.6724,89.1%,171,66,85.4%,100.0%,71.8%,27.7%,238
